subject	predicate	object	plausibility	neighborhood_sigma	local_sigma
shame plant	has_property	czech	0.0777	0.9181	0.0001
shame plant	has_property	cycling	0.0777	0.868	0.0006
shame plant	has_property	crossword	0.0777	0.8843	0.0016
shame plant	has_property	cpu	0.0777	0.9621	0.0002
shame plant	has_property	cns	0.0777	0.8909	0.0004
shame plant	has_property	cheaper	0.0777	0.9287	0.001
shame plant	has_property	cut	0.0777	0.9181	0.0002
shame plant	has_property	celebrated	0.0777	0.9464	0.0004
platelet	has_property	temp	0.0777	0.8185	0.0009
platelet	has_property	tested	0.0777	0.9257	0.0018
platelet	has_property	sums	0.0777	0.8401	0.0028
ipad	has_property	who	0.0777	0.8906	0.0023
constraint	can	added to table	0.0777	0.8923	1.0
calendar	has_property	swearing	0.0777	0.8066	0.0041
calendar	has_property	italics	0.0777	0.9653	0.0119
calendar	has_property	ionic	0.0777	0.8997	0.0004
calendar	has_property	awarded	0.0777	0.9387	0.0005
calendar	has_trait	aggressive	0.0777	0.9077	0.0003
pop music	has_property	a popular genre of music	0.0777	0.8779	1.0
olympics	happen	every 4 years	0.0777	0.8997	0.6176
player	wear	one eye black	0.0777	0.9745	0.0713
crystallization	can	yield	0.0777	0.8852	0.0005
insulator	has_property	crafts	0.0777	0.7209	0.3239
toothpaste	can	opine	0.0777	0.7925	0.0178
nikita	has_property	an	0.0777	0.9383	0.0001
solar energy	can	stored	0.0777	0.8709	0.0114
cinnamene	can	shop	0.0777	0.8257	0.0011
sulphur	has_property	in group 6	0.0777	0.9666	0.1729
receiver	wear	81	0.0777	0.9019	1.0
wipe	stay	wet	0.0777	0.8952	0.0327
shop	sell	cot bumpers	0.0777	0.6721	1.0
gulliver	set out to	sea	0.0777	0.8305	1.0
treat	can	milk	0.0777	0.9316	0.0039
pitcher	can	bald	0.0777	0.8206	0.0702
demetrius	has_property	in the woods	0.0777	0.9766	0.0109
explosion	cause	mushroom clouds	0.0777	0.8763	1.0
ethanoic acid	be used	as a descale in kettles	0.0777	0.7821	1.0
nine	has_property	lucky number	0.0777	0.9129	0.0205
hiroshima	look	now	0.0777	0.9186	0.0072
patient	get	dialysis	0.0777	0.8646	1.0
liquid water	be important to	life	0.0777	0.9652	0.0022
panda	has_property	but	0.0777	0.9327	0.0002
elephant	live in	hot climates	0.0777	0.9073	0.0879
gaza	can	aid	0.0777	0.876	0.0014
congress	can	books	0.0777	0.8553	0.0078
schnitzel	has_property	made	0.0777	0.9389	0.0
pixel	can	mean	0.0777	0.8633	0.0002
pollutant	has_property	not	0.0777	0.935	0.0002
radio	can	quiet	0.0777	0.7707	0.0004
heel	has_property	okay	0.0777	0.9197	0.0008
rating	has_property	but	0.0777	0.9327	0.0002
blood pressure	has_property	greater in feet	0.0777	0.8633	0.6055
green algae	has_color	yellow	0.0777	0.9462	0.0
schnauzer	can	sweat	0.0777	0.8549	0.0006
irish setter	has_property	unpopular	0.0777	0.8436	0.0082
condor	has_property	kahnawake	0.0777	1.0	1.0
condor	has_property	ultimate	0.0777	0.9412	0.0019
make	can	internet	0.0777	0.8731	0.3743
python	related	to constrictors	0.0777	0.6931	1.0
beta radiation	can affect	body	0.0777	0.9185	0.0132
personality test	repeated	questions	0.0777	0.7906	1.0
lion	be important in	ecosystem	0.0777	0.9788	0.0063
santa fe	lost	cabot	0.0777	0.8665	1.0
confidence	can	level	0.0777	0.8684	0.0179
rabbit	has_movement	left	0.0777	0.9237	0.0009
wind	be an agent of	mechanical weathering	0.0777	0.8391	0.4817
otter	has_trait	active	0.0777	0.8849	0.0005
otter	has_property	available	0.0777	0.928	0.0002
sugar	has_property	mel	0.0777	0.8859	0.0007
child support	has_property	in texas	0.0777	0.9583	0.0015
some girls	wear	a sports bra over top a padded bra	0.0777	0.8517	1.0
thought	has_property	evil	0.0777	0.9455	0.0006
milestone	has_property	small	0.0777	0.8728	0.0002
choice	has_property	vac	0.0777	0.8939	0.0004
animal	survive in	freshwater	0.0777	0.9368	0.0269
sore	has_property	mus	0.0777	0.7104	0.0064
eye	has_property	kong	0.0777	0.9167	0.0167
wave	has_property	juice	0.0777	0.865	0.001
lifter	has_property	dying	0.0777	0.8486	0.0003
gene	can	editing	0.0777	0.8578	0.1118
wort	has_property	temp	0.0777	0.8185	0.0009
individual retirement account	can	go	0.0777	0.9306	0.0002
safar	can	ftp	0.0777	0.858	0.0012
risotto	can	squeeze	0.0777	0.887	0.0003
electrolyte	work in	functioning of nerves	0.0777	0.7212	1.0
squid	has_property	all	0.0777	0.9269	0.0009
cereal	has_property	organic	0.0777	0.9017	0.0013
mot	can	entail	0.0777	0.8463	0.204
buddhism	has_property	ma	0.0777	0.9455	0.0001
coin	disappear in	words with friends	0.0777	0.8514	1.0
platelet	has_property	cut	0.0777	0.9181	0.0002
abs	be used in	c+	0.0777	0.974	0.0229
lesion	has_property	case	0.0777	0.8851	0.0006
lesion	has_property	rat	0.0777	0.8515	0.0015
waist	tie	down	0.0777	0.8759	0.3491
group	has_property	ireland	0.0777	0.9613	0.0004
malaysian	can	slang	0.0777	0.8622	0.0059
percy	can	sledge	0.0777	0.6698	0.2057
wave	has_property	wynn	0.0777	0.7967	0.0009
wave	has_property	ww2	0.0777	0.9159	0.0007
wave	has_property	upi	0.0777	0.9192	0.0031
wave	has_property	ucla	0.0777	0.842	0.001
wave	has_property	ubatuba	0.0777	1.0	0.1475
wave	has_property	qartulad	0.0777	1.0	0.0115
wave	has_property	oxbow	0.0777	0.7336	0.0486
wave	has_property	noted	0.0777	0.8494	0.0034
wave	has_property	html5	0.0777	0.8062	0.0143
wave	has_property	aktuelles	0.0777	1.0	0.0395
union	can	vote	0.0777	0.8744	0.0002
home	has_property	cut	0.0777	0.9181	0.0002
care	has_property	increasing	0.0777	0.8902	0.0022
gemma	can	occur	0.0777	0.8906	0.0001
diagram	has_property	attribute	0.0777	0.8142	0.0138
gibbs	can	caps	0.0777	0.8578	0.0371
limestone	can	fizz	0.0777	0.8679	0.0165
male	get	morning sickness	0.0777	0.8695	0.046
point	be calculated in	ill	0.0777	0.8431	0.5699
pitcher	can	bum	0.0777	0.8078	0.0007
suede	has_property	tqwl	0.0777	1.0	0.0079
suede	has_property	ukraine	0.0777	0.9126	0.0013
suede	has_property	oakley	0.0777	1.0	0.0014
suede	has_property	authenticated	0.0777	0.7486	0.0045
suede	has_property	acidic	0.0777	0.927	0.0005
plat	has_property	lying	0.0777	0.8089	0.0009
heparin	has_property	bbc	0.0777	0.9544	0.0001
vali	has_property	miami	0.0777	0.9597	0.0011
insurance coverage	be required for	drivers	0.0777	0.9041	1.0
contraceptive	induced	hypercoagulability	0.0777	0.7917	0.4737
loan	has_property	skipping	0.0777	0.8331	0.0008
treasury bill	has_property	public	0.0777	0.9377	0.0014
eyedrop	has_property	gpa	0.0777	0.9281	0.0004
eyedrop	has_property	fbi	0.0777	0.878	0.0002
eyedrop	has_property	bus	0.0777	0.8996	0.0015
watch tv show	has_property	any	0.0777	0.8546	0.0014
chicken	has_property	raw	0.0777	0.8609	0.0018
hela	has_property	loki's daughter	0.0777	0.9468	1.0
tree trunk	has_property	per	0.0777	0.9112	0.0004
sister-in-law	has_property	irregular	0.0777	0.841	0.0005
sister-in-law	has_property	available	0.0777	0.928	0.0002
scroll	saw	work	0.0777	0.7577	0.0183
up	learn	work	0.0777	0.8576	0.3225
diagram	has_property	hg	0.0777	0.7931	0.0006
football	be influenced by	media	0.0777	0.8846	0.5696
feed	has_property	upset	0.0777	0.9216	0.0024
gate	can	left	0.0777	0.8138	0.0036
standard operating procedure	has_property	uk	0.0777	0.9583	0.0001
standard operating procedure	has_property	identified	0.0777	0.92	0.0005
standard operating procedure	has_property	european	0.0777	0.8503	0.0014
marguerite	die in	camille	0.0777	0.9641	1.0
yellow	has_property	wk	0.0777	0.9222	0.0108
spoil	can	overindulge	0.0777	0.763	1.0
prescription	has_property	florida	0.0777	0.9652	0.0021
divorce	has_property	http	0.0777	0.9127	0.0012
cigarette	cause	weight loss	0.0777	0.8764	0.0129
bull	can	rumors	0.0777	0.8429	0.0774
lionfish	has_property	linked	0.0777	0.8847	0.0034
monologue	be used in	romeo	0.0777	0.8814	0.0136
monologue	be used in	juliet	0.0777	0.9245	0.0133
clone	have	abnormal epigenomes	0.0777	0.8097	1.0
toiler	can	last	0.0777	0.8044	0.0006
roar	can	twitter	0.0777	0.854	0.0004
roar	can	cycling	0.0777	0.8222	0.003
tent	can	insulated	0.0777	0.8478	0.4094
carbonated beverage	has_property	zambia	0.0777	0.9174	0.0072
soft-coated wheaten terrier	has_time	occasionally	0.0777	0.8565	0.0276
library	be closed on	mondays	0.0777	0.9198	0.028
diagram	has_property	typing	0.0777	0.8432	0.0012
diagram	has_property	twice	0.0777	0.9126	0.0003
diagram	has_property	phd	0.0777	0.927	0.0002
diagram	has_property	irreversible	0.0777	0.8536	0.0027
diagram	has_property	cns	0.0777	0.8909	0.0004
white flakes	fall	from the sides of space shuttles	0.0777	0.8051	1.0
dow-jones industrial average	has_property	per	0.0777	0.9112	0.0004
customer	has_property	episode	0.0777	0.9331	0.0008
vegetarianism	has_property	tnt	0.0777	0.8881	0.0002
donkey	wear	masks	0.0777	0.9338	0.0023
unemployment rate	lag	indicator	0.0777	0.743	1.0
olive	can	box	0.0777	0.9453	0.0004
flight	be expensive	from philadelphia	0.0777	0.8281	1.0
shakespeare	has_trait	good	0.0777	0.9469	0.0
economist	measure differently	profit	0.0777	0.7235	1.0
shopping mall	has_diet	vegan	0.0777	0.9111	0.0001
blood	can	oxidize	0.0777	0.8598	0.0043
scone	has_property	triangular	0.0777	0.787	0.0148
relation	has_property	act	0.0777	0.938	0.0012
monkey	has_property	real	0.0777	0.8973	0.0003
sea breeze	be observed	in the morning usually	0.0777	0.8573	1.0
application	coexist over	up	0.0777	0.6907	1.0
holding	can	phone	0.0777	0.8864	0.0089
coloured	can	edge	0.0777	0.7686	0.005
hemorrhoid	can	smell	0.0777	0.8984	0.0002
turtle	can	navigate	0.0777	0.8228	0.0056
feed	has_property	error	0.0777	0.8802	0.001
antidepressant	work	for some people with add	0.0777	0.8595	1.0
river	tend	to form s - curves	0.0777	0.7383	1.0
swedish meatball	has_property	ikea	0.0777	0.8341	0.0004
pitcher	can	equals	0.0777	0.8128	0.0147
peter	has_property	a hero in the bible	0.0777	0.8578	0.1714
jesus	be sign of	contradiction	0.0777	0.8053	1.0
mustache	can	shoot	0.0777	0.8426	0.0044
desert plant	has_property	created	0.0777	0.9362	0.0003
desert plant	has_property	city	0.0777	0.9388	0.0004
gamma radiation	has_property	parameter	0.0777	0.7311	0.2098
colored	has_property	ads important	0.0777	0.8845	0.0243
reading	can	matter	0.0777	0.8597	0.001
distance	be measured	from school	0.0777	0.8246	1.0
army	can	subtitle	0.0777	0.641	0.4118
shrink	can	table	0.0777	0.8315	0.0074
jesse	want	to burn walt's house	0.0777	0.7496	1.0
trick	can	xyz	0.0777	0.8094	0.1373
hangover	can	yield	0.0777	0.8852	0.0005
hangover	can	plot	0.0777	0.8197	0.0084
hangover	can	aid	0.0777	0.876	0.0014
felicity	be back in	a wheelchair	0.0777	0.9401	0.5145
ex	can	friends	0.0777	0.8984	0.0198
starbucks	has_property	out of refreshers	0.0777	0.7643	0.4405
metamorphic rock	has_property	destroyed	0.0777	0.9164	0.0064
everything	has_property	rendered	0.0777	0.8122	0.0209
helen	be given to	tantrums	0.0777	0.8644	1.0
poem	can	organized	0.0777	0.8591	0.0986
congress	can	squared	0.0777	0.7811	0.0226
himself	can	use	0.0777	0.8979	0.0001
customer	has_property	bid	0.0777	0.8305	0.0354
bleach	can	club	0.0777	0.7984	0.002
bleach	can	fizz	0.0777	0.8679	0.0165
hammerhead	can	shirts	0.0777	0.8497	0.0016
hammerhead	can	snake	0.0777	0.8432	0.0052
hammerhead	can	slug	0.0777	0.783	0.2017
customer	has_property	tlumaczenie	0.0777	1.0	0.0008
biscuit	has_property	did	0.0777	0.8685	0.0004
traveling	has_property	interesting	0.0777	0.8598	0.001
annon	has_property	squeaking	0.0777	0.8283	0.0007
annon	has_property	snapping	0.0777	0.8544	0.0012
annon	has_property	sinking	0.0777	0.7921	0.0099
led	has_property	band	0.0777	0.8849	0.0039
proverb	can	verses	0.0777	0.8641	0.0598
percentage	has_place	away	0.0777	0.8939	0.0002
insider trading	has_property	markets	0.0777	0.8625	0.0767
gran	has_property	aging	0.0777	0.8659	0.001
everyone	blame	everybody	0.0777	0.9018	1.0
hemoglobin	can	evolve	0.0777	0.8839	0.0004
hemoglobin	can	fluctuate	0.0777	0.8222	0.0099
hemoglobin	can	saint	0.0777	0.8478	0.2689
intervention	can	game	0.0777	0.9238	0.0011
boxer	can	age	0.0777	0.8665	0.0002
feed	has_property	cv	0.0777	0.9325	0.0018
face	has_property	curved	0.0777	0.8872	0.0014
connective tissue	has_property	spa	0.0777	0.8518	0.0169
type diabetics	has_weight	skinny	0.0777	0.8926	0.0006
electron gun	can	work	0.0777	0.9072	0.0
shark	can	work	0.0777	0.9072	0.0
cooler	can	bus	0.0777	0.8001	0.0011
vector	CAN	can written	0.0777	0.9469	0.3954
mail	has_property	skipping	0.0777	0.8331	0.0008
baby	use	pinkies	0.0777	0.7567	1.0
collect	can	row	0.0777	0.7956	0.0176
franchise	has_property	dying	0.0777	0.8486	0.0003
franchise	has_movement	dropping	0.0777	0.8538	0.0053
prophet	can	act	0.0777	0.8646	0.0004
button	has_property	oscillating	0.0777	0.7667	0.0017
walker	go after	bran	0.0777	0.7885	1.0
write	has_property	off value	0.0777	0.8661	1.0
leach	has_place	down	0.0777	0.9397	0.0002
modem	be cycled	power	0.0777	0.8514	0.532
fig	has_property	mr	0.0777	0.9501	0.0002
factory	use	computers	0.0777	0.8882	0.0076
after	can	zero	0.0777	0.9104	0.0003
smoke detector	has_property	rat	0.0777	0.8515	0.0015
bevx	has_movement	ahead	0.0777	0.8973	0.0001
bevx	has_property	aanbieding	0.0777	1.0	0.0057
bevx	has_property	squeaking	0.0777	0.8283	0.0007
bevx	has_property	talking	0.0777	0.8423	0.0044
lunt	has_property	squeaking	0.0777	0.8283	0.0007
simon	feel	about speaking up	0.0777	0.8212	1.0
bank	be impacted by	credit	0.0777	0.8116	1.0
pansa	has_property	can	0.0777	0.9384	0.0006
peripheral vision	be better at	night	0.0777	0.9048	0.0616
toll collector	get	work	0.0777	0.8427	0.0104
hector	can	go	0.0777	0.9306	0.0002
contraceptive	has_property	mfa	0.0777	1.0	0.0003
billboard	has_property	good for advertising	0.0777	0.8832	0.0519
seed	can	book	0.0777	0.8553	0.0008
feed	has_property	cbs	0.0777	0.9289	0.0006
feed	has_property	ystradgynlais	0.0777	1.0	0.0462
feed	has_property	tlumaczenie	0.0777	1.0	0.0008
feed	has_property	reba	0.0777	1.0	0.0022
feed	has_property	pwllheli	0.0777	1.0	0.0011
feed	has_property	pawl	0.0777	0.7203	0.0083
feed	has_property	equivalent	0.0777	0.8374	0.0005
feed	has_property	creditor	0.0777	0.8752	0.0032
pigeon	has_property	ejecting	0.0777	0.77	0.0037
eyebrow	has_property	liner	0.0777	0.7238	0.0217
humanity	be important in	college	0.0777	0.8992	0.0146
alligator snapping turtle	has_property	born	0.0777	0.9532	0.0006
seal	blow	bubbles	0.0777	0.8883	0.0186
veto	be	similar	0.0777	0.9111	0.0002
eye	itch	in shower	0.0777	0.8203	1.0
fly-by-night	has_place	on	0.0777	0.96	0.0002
ref	can	pop	0.0777	0.8303	0.0004
bikers	put down	two fingers	0.0777	0.8618	1.0
medicine	can	map	0.0777	0.863	0.001
sen	can	jobs	0.0777	0.9036	0.0005
tension	can	milk	0.0777	0.9316	0.0039
pizza	hut pay	drivers	0.0777	0.7966	1.0
drinking	can	age	0.0777	0.8665	0.0002
eye	has_property	working	0.0777	0.9281	0.0001
outcome	has_property	logic	0.0777	0.8417	0.0027
hypothyroidism	cause	yellow skin	0.0777	0.8565	0.1308
filer	has_place	up	0.0777	0.9414	0.0001
inset	has_property	but	0.0777	0.9327	0.0002
social class	has_property	dvd	0.0777	0.9348	0.0002
probiotic	has_property	types	0.0777	0.9109	0.0003
patience	has_property	squeaking	0.0777	0.8283	0.0007
patience	has_property	sneezing	0.0777	0.8711	0.0011
patience	has_property	crying	0.0777	0.8615	0.0045
hair follicle	has_property	top	0.0777	0.935	0.0006
heel	has_property	awesome	0.0777	0.8884	0.0003
heel	has_property	cd	0.0777	0.9474	0.0001
maine	can	act	0.0777	0.8646	0.0004
hospital bed	has_property	cbc	0.0777	0.7997	0.0002
oscan	has_property	add	0.0777	0.8706	0.0039
hormone	exert on	body	0.0777	0.742	1.0
covenant	keep	playing the same episode	0.0777	0.8189	1.0
minor	has_property	sum	0.0777	0.8949	0.0004
ruth	have	bc	0.0777	0.8906	0.005
nugget	has_property	more expensive	0.0777	0.9494	0.0009
knee	flexed	anterior	0.0777	0.7048	1.0
chi	can	squared	0.0777	0.7811	0.0226
fibroid	can	man	0.0777	0.862	0.0004
stage direction	be in	play important	0.0777	0.968	0.7867
serial	has_movement	ahead	0.0777	0.8973	0.0001
snooker	can	band	0.0777	0.8113	0.004
parrot	can	lyrics	0.0777	0.8903	0.0002
mil	be in	circle	0.0777	0.9463	0.0201
condition	has_property	dds	0.0777	0.8304	0.0013
some woman	like	to perform cunnilingus	0.0777	0.6763	0.4598
wight	has_property	get	0.0777	0.8796	0.0003
judge	be on	x factor 2018	0.0777	0.955	0.7282
typhoon	be named	after woman's name	0.0777	0.8357	1.0
clutch	can	twitch	0.0777	0.8372	0.0002
clutch	can	swell	0.0777	0.8074	0.0009
clutch	can	tasked	0.0777	0.6653	1.0
annual	stop	blooming	0.0777	0.8871	0.0326
bleach	can	sizzle	0.0777	0.6813	0.0391
bleach	can	squeak	0.0777	0.8329	0.0003
bleach	can	swell	0.0777	0.8074	0.0009
bleach	can	tag	0.0777	0.8298	0.0011
bleach	can	thwack	0.0777	0.6617	0.4553
bleach	can	idle	0.0777	0.8249	0.0005
bleach	can	morph	0.0777	0.8249	0.0122
electronics	can	hear	0.0777	0.8942	0.0018
insulator	has_property	tnt	0.0777	0.8881	0.0002
insulator	has_property	squeezed	0.0777	0.8247	0.0014
insulator	has_property	oxygenated	0.0777	0.8673	0.0021
insulator	has_property	local	0.0777	0.7585	0.0124
insulator	has_property	nyc	0.0777	0.9525	0.0004
insulator	has_property	guide	0.0777	0.8632	0.0022
insulator	has_property	cbc	0.0777	0.7997	0.0002
insulator	has_property	buntings	0.0777	0.8375	0.0338
insulator	has_property	azerbaijan	0.0777	1.0	0.001
cardiovascular disease	has_property	caused	0.0777	0.9243	0.001
programmed cell death	be important in	embryo development	0.0777	0.8793	0.3946
zori	has_property	diagnosed	0.0777	0.914	0.0009
bluegrass	CAN	can true grass again	0.0777	0.8369	1.0
arthritis sufferers	have	creaking joints	0.0777	0.826	1.0
diamond	has_property	transported	0.0777	0.9112	0.0043
folder	can	up	0.0777	0.8924	0.0002
copper	has_trait	best	0.0777	0.9611	0.0011
luke	refer to	jesus	0.0777	0.8577	0.2605
sill	can	kill	0.0777	0.8967	0.0004
edge	has_property	dog	0.0777	0.9505	0.0005
cyclone	has_property	dan	0.0777	0.91	0.0003
bolt	can	upset	0.0777	0.7803	0.0241
metabolism	can	identify	0.0777	0.8533	0.0003
chipotle	make	quesadillas	0.0777	0.8163	0.1321
chipotle	make	steak	0.0777	0.8598	1.0
show	look on	netflix	0.0777	0.8875	0.8977
citrate	has_place	down	0.0777	0.9397	0.0002
brage	has_property	die	0.0777	0.9522	0.0023
full	can	fight	0.0777	0.8896	0.0008
canoe	has_property	faster	0.0777	0.9052	0.0027
note	has_property	cheaper	0.0777	0.9287	0.001
group	has_property	dui	0.0777	0.9168	0.0012
crocodile	has_property	ads	0.0777	0.957	0.0003
gene therapy	correct	genetic abnormalities	0.0777	0.789	1.0
sulfur	be used in	diesel fuel	0.0777	0.9135	1.0
shrink	can	games	0.0777	0.9052	0.0043
chimp	have	black faces	0.0777	0.8718	0.0414
peter	feel	about anne now	0.0777	0.8387	1.0
christianity	be put down out of	most other faiths	0.0777	0.7916	1.0
law	has_property	cd	0.0777	0.9474	0.0001
shape	be in	1946	0.0777	0.9635	1.0
human	obtain	water	0.0777	0.8145	0.0081
bacterium	spread on	surfaces	0.0777	0.7588	0.2285
transistor	has_property	amplifiers	0.0777	0.8849	1.0
bus	can	awards	0.0777	0.8782	0.0022
condition	has_property	rgpd	0.0777	1.0	0.0078
condition	has_property	msw	0.0777	1.0	0.0004
condition	has_property	hba1c	0.0777	1.0	0.0033
condition	has_property	burbank	0.0777	1.0	0.0523
pap smear	has_property	hp	0.0777	0.9116	0.0012
pinky	can	map	0.0777	0.863	0.001
pinky	can	cycling	0.0777	0.8222	0.003
outcome	has_property	philosophy	0.0777	0.9121	0.0115
outcome	has_movement	slow	0.0777	0.9157	0.0002
spitting cobra	protect	itself	0.0777	0.8322	0.0014
crow	has_property	mm	0.0777	0.9549	0.0002
glucagon	regulate	glycogen metabolism	0.0777	0.8826	0.4185
hazan	has_property	pa	0.0777	0.9447	0.0002
malaria	has_property	in some countries	0.0777	0.9417	1.0
t lymphocyte	has_trait	good	0.0777	0.9469	0.0
schematic diagrams	can be read	by people all over the world	0.0777	0.8758	1.0
judge	has_property	mr	0.0777	0.9501	0.0002
public school	be funded	in a tax shelter state	0.0777	0.8124	1.0
magnesium	can	mean	0.0777	0.8633	0.0002
portfolio	can help	students	0.0777	0.9252	0.0142
gran	has_place	away	0.0777	0.8939	0.0002
winged bean	can	use	0.0777	0.8979	0.0001
eye	has_property	bulging	0.0777	0.7552	0.5455
chrome	has_property	windows	0.0777	0.9496	0.0053
wear	can	noted	0.0777	0.8501	0.003
sponge	has_property	put	0.0777	0.891	0.0003
cran	can	slang	0.0777	0.8622	0.0059
bullet	can	twitter	0.0777	0.854	0.0004
alum	can	bud	0.0777	0.8476	0.0064
nipple	get hard	in the cold	0.0777	0.9124	0.1986
barcelona	has_movement	ahead	0.0777	0.8973	0.0001
mass	can	change	0.0777	0.8907	0.0007
monroe doctrine	extend	american policy of neutrality	0.0777	0.6611	1.0
yemen	can	flag	0.0777	0.8875	0.0044
motorcycle	ride	yellow line	0.0777	0.811	1.0
placenta	can	skin	0.0777	0.9091	0.001
